review_id,utterance,previous_turn,next_turn,prev_Formality,prev_Energy,prev_Intimacy,prev_Curiosity,reviewed_Humor,reviewer_notes
gold-0169,Hey. Can you help me place a Starbucks order from the Starbucks on Walnut Street in Philadelphia?,"hi, how can i help you?","sure, what would you like to order?",25,45,0,55,0,"Formality 40로; Energy 35로; Intimacy 15로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Hey의 캐주얼함과 Can you help의 일반 요청; E=가벼운 대화 개시; I=인사의 약한 친근함; H=농담 단서 없음; C=주문 도움이라는 행동 요청"
gold-0170,"On one of them, can I get Canadian bacon and pineapple and the other one, can I get spinach deluxe but hold the onions on that one? No onions.","sure, what toppings?","so your order is: 2 small gluten free pizzas. one with canadian bacon and pineapple. the second is spinach delux with onions, is this correct?",25,35,0,10,0,"Formality 35로; Energy 40로; Intimacy 5로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Can I get과 hold the onions의 편한 주문; E=No onions 반복으로 조건 강조; I=음식 주문 목적이며 깊은 취향 공개는 아님; H=토핑 조합과 반복은 농담 근거가 아님; C=옵션 지정 중심이며 탐색은 약함"
gold-0171,I live in New York City uptown. What is the best Starbucks near me?,I would like to order something from the menu of Starbucks.,In New York City?,30,30,10,95,0,"Formality 45로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=중립적 위치 설명과 질문; E=차분한 추천 탐색; I=거주 위치는 서비스 목적 정보; H=농담 단서 없음; C=best로 주변 매장의 비교 추천을 요청"
gold-0172,"Yeah, that sounds good. Can you book two tickets for that?",is that okay?,I certainly can.,30,45,0,45,0,"Formality 40로; Energy 35로; Intimacy 10로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Yeah와 Can you의 일상 요청; E=sounds good의 약한 긍정 반응; I=가벼운 협조; H=농담 단서 없음; C=티켓 예약 행동 요청"
gold-0173,Can I get a chicken barbecue with gluten-free crust?,"sorry, bella luna does not have a korean bbq option. did you want other toppings?",you got it.,25,30,0,50,0,"Formality 45로; Energy 25로; Intimacy 5로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=일반적인 Can I get 주문; E=정서 강조 없는 요청; I=식단 선택의 거래 목적; H=농담 단서 없음; C=주문 실행 요청이 우세"
gold-0174,And what kind of ride is this going to be?,the trip should take about 12 minutes.,it's an uberxl.,30,25,0,90,0,"Formality 45로; Energy 30로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 종류 질문; E=평이한 관심; I=차량 서비스 정보; H=농담 단서 없음; C=차량 종류라는 정보를 명시적으로 질문"
gold-0175,"All right, one quick question one last quick question, who directed Glass?","ok, i have booked 1 ticket to see Glass at 2:30, your ticket and receipt will be texted to you.",let me check that for you.,30,45,0,95,0,"Formality 40로; Energy 35로; Intimacy 10로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=All right와 구어적 반복; E=one last quick question의 추가 질문 강조; I=상대 시간을 의식한 약한 조율; H=반복 자체는 유머가 아님; C=추가 질문 의사를 명시하고 감독 정보를 탐색"
gold-0176,"Okay. Could you tell me on the first one, do they have parking nearby?","The next one I found is SHanghai Garden which boasts Casual Chinese restaurant providing an assortment of familiar dishes, including vegetarian options. and a 4.0 rating.",Yes they do.,60,30,0,90,0,"Intimacy 5로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=Could you tell me의 정중함; E=차분한 확인; I=서비스 조건 확인; H=농담 단서 없음; C=주차 가능 여부의 사실 확인"
gold-0177,Could you tell me who directed the movie?,anything else i can help with?,"yeah, that would be james wan.",60,25,0,95,0,"Formality 65로; Energy 30로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Could you tell me의 정돈된 정중 요청; E=정서 강조 없는 질문; I=영화 정보 요청에 한정; H=농담 단서 없음; C=감독의 신원을 묻는 명확한 사실 질문"
gold-0178,"Hi, could you help me with placing an order at Starbucks?","hello, how can i help you today?",i sure can. what did you want to order?,55,30,0,50,0,"Formality 60로; Intimacy 15로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Hi와 could you help의 정중한 도입; E=차분한 도움 요청; I=인사와 협조 요청의 약한 친근함; H=농담 단서 없음; C=주문을 돕는 행동 요청"
gold-0179,Am I able to order take out from Don Pistos?,nopalito generally has a larger traffic flow from 7 to 8pm.,"yes, you can order take out from don pistos.",45,25,0,85,0,"Formality 55로; Energy 30로; Intimacy 5로; Curiosity 50로; 근거 F1/F2·E1·I1·H1·C1: F=Am I able to의 간접적인 가능성 질문; E=차분한 확인; I=포장 서비스 목적; H=농담 단서 없음; C=특정 주문보다 포장 가능 여부를 확인"
gold-0180,Does Buckhorn Grill have seating for children now?,second choice?,Does the first choice have a vegetarian menu or no?,45,25,0,90,0,"Energy 30로; Intimacy 5로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 직접 질문; E=차분한 조건 확인; I=어린이 좌석이라는 서비스 조건; H=농담 단서 없음; C=현재 좌석 제공 여부를 질문"
gold-0181,Could you tell me what their Yelp reviews are?,"Oh, okay. And",they are both rated at 4.4 out of 5 stars.,60,25,0,90,0,"Formality 65로; Energy 30로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Could you tell me의 정중한 정보 요청; E=차분한 질문; I=리뷰 정보 요청에 한정; H=농담 단서 없음; C=평가 내용을 확인하는 정보 질문"
gold-0182,"Cool. Can I get a side of fries, then?",it looks like you can add a side for free.,"sure, i can add that to your order.",20,50,0,45,0,"Formality 35로; Energy 40로; Intimacy 10로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Cool과 Can I get의 캐주얼한 요청; E=Cool의 가벼운 만족; I=가벼운 협조; H=Cool은 긍정 반응이며 유머 단서가 아님; C=사이드 메뉴를 추가하는 행동 요청"
gold-0183,"Oh, okay. So, then I should be out around Let's see 12:55. So, like 2:00, almost 3:00, right?","Oh, okay. So, then I should be out around Let's see 12:55. So, like 2:00, almost 3:00, right?","That sounds about right, except one problem, that showtime is sold out. should I pick another one or cancel the order?",15,35,0,80,0,"Formality 25로; Intimacy 10로; Curiosity 55로; 근거 F1/F2·E1·I1·H1·C1: F=Let's see와 like 및 자기수정의 구어체; E=계산을 재확인하는 약한 활성; I=생각 과정을 함께 드러내는 낮은 자기공개; H=시간 혼동을 의도적 농담으로 판단하지 않음; C=right로 계산 결과 확인을 요청하나 표현이 불명확"
gold-0184,"Hi. I'd like to place a Starbucks pickup order, please.","hi, how can i help you?","sure, what would you like to order?",60,25,0,10,0,"Formality 65로; Intimacy 10로; 근거 F1/F2·E1·I1·H1·C1: F=Hi와 I'd like 및 please의 정중한 주문; E=차분한 주문 개시; I=인사 수준의 친근함; H=농담 단서 없음; C=주문 의사 표현"
gold-0185,"All right. Let me Let me book a reservation for Akiko, please.",you can order carry out and even have your food delivered however there is no outdoor seating.,"ok, when would you like to book your reservation?",45,25,0,10,0,"Formality 50로; Intimacy 5로; 근거 F1/F2·E1·I1·H1·C1: F=please와 직접적인 Let me 요청의 혼합; E=자기반복 외 강조 없음; I=예약 목적; H=반복은 유머 근거가 아님; C=예약 실행 의사"
gold-0186,Could you please make an appointment?,"aww, sorry to hear.",would you like to make an appointment at intelligent auto imports?,65,20,0,40,0,"Formality 70로; Energy 25로; Intimacy 5로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Could you please의 분명한 정중함; E=차분한 요청; I=예약 목적; H=농담 단서 없음; C=일정 예약 행동 요청"
gold-0187,Can you book it?,correct. the total for 2 tickets is $24.49.,sure! you're all set. 2 tickets for the upside at 9:55pm at edwards metro pointe 12.,30,25,0,40,0,"Formality 45로; Intimacy 5로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=일반적인 Can you 요청; E=강조 없는 짧은 요청; I=예약 목적; H=농담 단서 없음; C=정보 질문보다 예약 행동 요청"
gold-0188,Could I have a cinnamon dolce latte?,"Great! yes, what would you like?","Sure, which size would you like?",55,25,0,40,0,"Formality 60로; Intimacy 5로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Could I have의 완곡한 주문; E=차분한 주문; I=음료 구매 목적; H=농담 단서 없음; C=음료 제공 행동 요청"
gold-0189,Then what did you learn yesterday?,I believe so.,I learned How to schedule a ride?,35,25,15,95,0,"Formality 45로; Energy 35로; Intimacy 25로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=중립적 직접 질문; E=Then을 통한 탐색 연결; I=상대의 학습 경험에 대한 관심; H=놀림이나 시험하는 말투로 단정할 단서 없음; C=배운 내용을 자유롭게 설명하도록 질문"
gold-0190,It's going to be $2.40 for what?,"Alright, that's going to be an extra $2.40 for premium okay?",Premium toppings.,20,45,0,90,0,"Formality 35로; Intimacy 5로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=구어적인 어순의 반문; E=for what의 의문 강조; I=비용 확인 목적; H=반문만으로 비꼼이나 농담을 추론하지 않음; C=구체 금액이 무엇에 대한 것인지 설명 요청"
gold-0191,Okay. What's the next option?,it is rated at 4 out of 5 stars in terms of price.,cala is rated at 3 out of 5 stars in terms of price.,25,30,0,90,0,"Formality 40로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Okay와 축약형의 일상 질문; E=평이한 탐색; I=선택지 정보 요청; H=농담 단서 없음; C=다음 대안을 명시적으로 요구"
gold-0192,Who stars in the film?,While I book that do you need anything else?,"Chris pratt, Jason Momoa, and Margot Robbie.",30,25,0,95,0,"Formality 45로; Energy 30로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=중립적 직접 질문; E=강조 없는 관심; I=영화 정보 요청; H=농담 단서 없음; C=영화 출연진의 사실 질문"
gold-0193,Okay. How long will the trip be?,got it. your fare estimate is $9.49.,the trip should take 11 minutes.,30,25,0,90,0,"Formality 45로; Energy 30로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 소요 시간 질문; E=평이한 확인; I=이동 서비스 정보; H=농담 단서 없음; C=이동 시간을 명시적으로 질문"
gold-0194,"Yeah, please add a gluten-free crust.","So that's 4 large veggie pizzas, anything else?","Great, with the gluten free crust your total is $110.66.",35,30,0,10,0,"Formality 50로; Intimacy 5로; 근거 F1/F2·E1·I1·H1·C1: F=please의 예의와 Yeah의 구어성; E=차분한 조건 추가; I=음식 주문 목적; H=농담 단서 없음; C=크러스트 변경 행동 요청"
gold-0195,"All right, perfect. Thank you very much for your help, I really appreciate it.",4 7 9 4.,you're very welcome. i appreciate your kindness.,55,60,20,0,0,"Formality 60로; Energy 55로; Intimacy 35로; 근거 F1/F2·E1·I1·H1·C1: F=Thank you very much와 appreciate의 정중한 감사; E=perfect와 really의 반복된 긍정 강조; I=도움에 대해 구체적으로 감사를 표현; H=감사는 유머와 구분; C=정보 요청 없음"
gold-0196,On Whittier Boulevard in the city of Whittier.,Got it. So that's a tall caffe latte from starbucks. Can you tell me which one you want to pick it up from?,Got it. I've placed your order with whittier blvd's starbucks. It'll be ready soon.,40,15,0,0,0,"Formality 45로; Energy 25로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 장소 정보 단편; E=강조 없는 위치 전달; I=장소만 전달하며 관계 표현 없음; H=농담 단서 없음; C=위치 정보 전달"
gold-0197,Yes. I'm look I really need a restaurant that serves gluten-free food as well.,Did you have any other factors to keep in mind?,Alright one moment.,25,50,5,0,0,"Formality 40로; Energy 40로; Intimacy 10로; Curiosity 10로; 근거 F1/F2·E1·I1·H1·C1: F=일상적 필요 진술과 자기수정; E=really need로 필요성을 강조; I=식단 조건 공개이나 건강 사유까지 추론하지 않음; H=농담 단서 없음; C=조건을 만족하는 식당을 바라는 간접 요청"
gold-0198,"Sure I am in Warrington, Pennsylvania.","sure, please tell me what city and state you're in and i'll find theaters near you.",are you near the regal cinemas warrington crossing 22?,40,20,5,0,0,"Formality 45로; Energy 25로; 근거 F1/F2·E1·I1·H1·C1: F=Sure와 정돈된 위치 진술; E=차분한 답변; I=현재 위치를 협조적으로 공유; H=농담 단서 없음; C=위치 정보 전달"
gold-0199,I need to make a change.,"great, your total will be $72, is that ok?","ok, what would you like to change?",35,25,0,0,0,"Formality 45로; Energy 30로; Intimacy 5로; Curiosity 10로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 필요 진술; E=need의 가벼운 목적 강조; I=거래 변경 목적; H=농담 단서 없음; C=변경을 원한다는 간접 행동 요청"
gold-0200,"It's 1543 North Kingsbury Street, Chicago, IL 64642.","Yes, I'm sorry.","Aha, there it is, One moment.",45,15,0,0,0,"Energy 25로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 주소 전달; E=강조 없는 정보 나열; I=주소만으로 정서적 친밀성을 추론하지 않음; H=농담 단서 없음; C=정보 전달"
